Comparison ID,Field,Predicted Value,Ground Truth Value,Match,Form Type
42,employer_name,Edwards Inc PLC,Edwards Inc PLC,True,ADP2
42,federal_income_tax_withheld,15340.30,15340.30,True,ADP2
42,medicare_wages_and_tips,105685.69,105685.69,True,ADP2
42,social_security_wages,104087.79,104087.79,True,ADP2
42,state_1,CA,CA,True,ADP2
42,state_1_income_tax_withheld,4189.84,4189.84,True,ADP2
42,state_1_wages_and_tips,52757.35,52757.35,True,ADP2
42,state_2,,,True,ADP2
42,state_2_income_tax_withheld,,,True,ADP2
42,state_2_wages_and_tips,,,True,ADP2
42,wages_and_tips,100685.61,100685.61,True,ADP2
43,employee_name,Debra Garcia,Debra Garcia,True,ADP2
43,employer_name,Reeves and Sons Group,Reeves and Sons Group,True,ADP2
43,federal_income_tax_withheld,55164.76,55164.76,True,ADP2
43,medicare_wages_and_tips,147592.92,147592.92,True,ADP2
43,social_security_wages,234196.10,234196.10,True,ADP2
43,state_1,SC,SC,True,ADP2
43,state_1_income_tax_withheld,4194.67,4194.67,True,ADP2
43,state_1_wages_and_tips,95039.35,95039.35,True,ADP2
43,state_2,,,True,ADP2
43,state_2_income_tax_withheld,,,True,ADP2
43,state_2_wages_and_tips,,,True,ADP2
43,wages_and_tips,182042.65,182042.65,True,ADP2
44,employee_name,Janet Maldonado,Janet Maldonado,True,ADP2
44,employer_name,Deleon Ltd PLC,Deleon Ltd PLC,True,ADP2
44,federal_income_tax_withheld,12117.21,12117.21,True,ADP2
44,medicare_wages_and_tips,81666.71,81666.71,True,ADP2
44,social_security_wages,117510.60,117510.60,True,ADP2
44,state_1,WV,WV,True,ADP2
44,state_1_income_tax_withheld,3373.18,3373.18,True,ADP2
44,state_1_wages_and_tips,47638.23,47638.23,True,ADP2
44,state_2,,,True,ADP2
44,state_2_income_tax_withheld,,,True,ADP2
44,state_2_wages_and_tips,,,True,ADP2
44,wages_and_tips,100735.35,100735.35,True,ADP2
45,employee_name,Jennifer West,Jennifer West,True,ADP2
45,employer_name,Logan-Jones PLC,Logan-Jones PLC,True,ADP2
45,federal_income_tax_withheld,18541.17,18541.17,True,ADP2
45,medicare_wages_and_tips,78419.15,78419.15,True,ADP2
45,social_security_wages,84679.79,84679.79,True,ADP2
45,state_1,MA,MA,True,ADP2
45,state_1_income_tax_withheld,1984.64,1984.64,True,ADP2
45,state_1_wages_and_tips,41311.04,41311.04,True,ADP2
45,state_2,,,True,ADP2
45,state_2_income_tax_withheld,,,True,ADP2
45,state_2_wages_and_tips,,,True,ADP2
45,wages_and_tips,81342.73,81342.73,True,ADP2
46,employee_name,Mark Smith,Mark Smith,True,ADP2
46,employer_name,"Lopez, Harris and Thomas Inc","Lopez, Harris and Thomas Inc",True,ADP2
46,federal_income_tax_withheld,17610.02,17610.02,True,ADP2
46,medicare_wages_and_tips,129274.26,129274.26,True,ADP2
46,social_security_wages,124686.17,124686.17,True,ADP2
46,state_1,OR,OK,False,ADP2
46,state_1_income_tax_withheld,6743.02,6743.02,True,ADP2
46,state_1_wages_and_tips,50787.90,50787.90,True,ADP2
46,state_2,,,True,ADP2
46,state_2_income_tax_withheld,,,True,ADP2
46,state_2_wages_and_tips,,,True,ADP2
46,wages_and_tips,106989.48,106989.48,True,ADP2
47,employee_name,Jordan Clark,Jordan Clark,True,ADP2
47,employer_name,Mack-Clark LLC,Mack-Clark LLC,True,ADP2
47,federal_income_tax_withheld,71288.69,71288.69,True,ADP2
47,medicare_wages_and_tips,164679.76,164679.76,True,ADP2
47,social_security_wages,236532.35,236532.35,True,ADP2
47,state_1,MN,MN,True,ADP2
47,state_1_income_tax_withheld,13323.12,13323.12,True,ADP2
47,state_1_wages_and_tips,124391.78,124391.78,True,ADP2
47,state_2,,,True,ADP2
47,state_2_income_tax_withheld,,,True,ADP2
47,state_2_wages_and_tips,,,True,ADP2
47,wages_and_tips,234405.35,234405.35,True,ADP2
48,employee_name,Maria Gilmore,Maria Gilmore,True,ADP2
48,employer_name,"Moore, Morales and Rodriguez Group","Moore, Morales and Rodriguez Group",True,ADP2
48,federal_income_tax_withheld,32266.75,32266.75,True,ADP2
48,medicare_wages_and_tips,106535.26,106535.26,True,ADP2
48,social_security_wages,143307.79,143307.79,True,ADP2
48,state_1,AK,AK,True,ADP2
48,state_1_income_tax_withheld,4549.45,4549.45,True,ADP2
48,state_1_wages_and_tips,56901.10,56901.10,True,ADP2
48,state_2,,,True,ADP2
48,state_2_income_tax_withheld,,,True,ADP2
48,state_2_wages_and_tips,,,True,ADP2
48,wages_and_tips,125957.50,125957.50,True,ADP2
49,employee_name,Dawn Johnson,Dawn Johnson,True,ADP2
49,employer_name,Williams Inc Inc,Williams Inc Inc,True,ADP2
49,federal_income_tax_withheld,30162.58,30162.58,True,ADP2
49,medicare_wages_and_tips,94797.57,94797.57,True,ADP2
49,social_security_wages,111310.47,111310.47,True,ADP2
49,state_1,NC,NC,True,ADP2
49,state_1_income_tax_withheld,3754.31,3754.31,True,ADP2
49,state_1_wages_and_tips,40973.84,40973.84,True,ADP2
49,state_2,,,True,ADP2
49,state_2_income_tax_withheld,,,True,ADP2
49,state_2_wages_and_tips,,,True,ADP2
49,wages_and_tips,88023.79,88023.79,True,ADP2
50,employee_name,Suff.,Benjamin Burch,False,IRS1
50,employer_name,"Ward, Allison and Jimenez Inc 96401 Shane Valley North Robert, PA 15928-7814","Ward, Allison and Jimenez Inc",False,IRS1
50,federal_income_tax_withheld,53423.50,53423.50,True,IRS1
50,medicare_wages_and_tips,225347.99,225347.99,True,IRS1
50,social_security_wages,272174.17,272174.17,True,IRS1
50,state_1,MS,UT,False,IRS1
50,state_1_income_tax_withheld,7135.46,6744.55,False,IRS1
50,state_1_wages_and_tips,111269.12,101914.73,False,IRS1
50,state_2,,MS,False,IRS1
50,state_2_income_tax_withheld,,7135.46,False,IRS1
50,state_2_wages_and_tips,,111269.12,False,IRS1
50,wages_and_tips,209665.25,209665.25,True,IRS1
51,employee_name,Kevin David Suff.,Kevin David,False,IRS1
51,employer_name,Nolan-Conley LLC,Nolan-Conley LLC,True,IRS1
51,federal_income_tax_withheld,20338.94,20338.94,True,IRS1
51,medicare_wages_and_tips,143486.80,143486.80,True,IRS1
51,social_security_wages,92010.56,92010.56,True,IRS1
51,state_1,MA,IN,False,IRS1
51,state_1_income_tax_withheld,2444.56,2878.00,False,IRS1
51,state_1_wages_and_tips,53139.71,59730.53,False,IRS1
51,state_2,,MA,False,IRS1
51,state_2_income_tax_withheld,,2444.56,False,IRS1
51,state_2_wages_and_tips,,53139.71,False,IRS1
51,wages_and_tips,110531.70,110531.70,True,IRS1
52,employee_name,Leonard Santos,Leonard Santos,True,IRS1
52,employer_name,Ramirez Inc PLC,Ramirez Inc PLC,True,IRS1
52,federal_income_tax_withheld,20411.03,20411.03,True,IRS1
52,medicare_wages_and_tips,203385.19,203385.19,True,IRS1
52,social_security_wages,237221.81,237221.81,True,IRS1
52,state_1,CT,WA,False,IRS1
52,state_1_income_tax_withheld,222013.82,4703.28,False,IRS1
52,state_1_wages_and_tips,99440.88,95437.14,False,IRS1
52,state_2,,CT,False,IRS1
52,state_2_income_tax_withheld,,4486.37,False,IRS1
52,state_2_wages_and_tips,,99440.88,False,IRS1
52,wages_and_tips,191413.14,191413.14,True,IRS1
53,employee_name,Suzanne Cooper,Suzanne Cooper,True,IRS1
53,employer_name,Malone and Sons PLC,Malone and Sons PLC,True,IRS1
53,federal_income_tax_withheld,32403.04,32403.04,True,IRS1
53,medicare_wages_and_tips,126740.74,126740.74,True,IRS1
53,social_security_wages,97797.42,97797.42,True,IRS1
53,state_1,KS,MI,False,IRS1
53,state_1_income_tax_withheld,3845.07,3335.04,False,IRS1
53,state_1_wages_and_tips,55084.80,53275.84,False,IRS1
53,state_2,,KS,False,IRS1
53,state_2_income_tax_withheld,,3845.07,False,IRS1
53,state_2_wages_and_tips,,55084.80,False,IRS1
53,wages_and_tips,109697.19,109697.19,True,IRS1
54,employee_name,Luis Crosby,Luis Crosby,True,IRS1
54,employer_name,"Hayden, Mercer and Swanson Group","Hayden, Mercer and Swanson Group",True,IRS1
54,federal_income_tax_withheld,48927.19,48927.19,True,IRS1
54,medicare_wages_and_tips,176754.86,119392.91,False,IRS1
54,social_security_wages,178629.03,217028.00,False,IRS1
54,state_1,KS,MN,False,IRS1
54,state_1_income_tax_withheld,6919.99,6204.55,False,IRS1
54,state_1_wages_and_tips,91034.04,76944.28,False,IRS1
54,state_2,,KS,False,IRS1
54,state_2_income_tax_withheld,,6919.99,False,IRS1
54,state_2_wages_and_tips,,91034.04,False,IRS1
54,wages_and_tips,168760.56,168760.56,True,IRS1
55,employee_name,Nathaniel Gonzalez,Nathaniel Gonzalez,True,IRS1
55,employer_name,Mcpherson-Martinez Inc,Mcpherson-Martinez Inc,True,IRS1
55,federal_income_tax_withheld,14215.85,14215.85,True,IRS1
55,medicare_wages_and_tips,46084.10,46084.10,True,IRS1
55,social_security_wages,56148.34,56148.34,True,IRS1
55,state_1,NC,AR,False,IRS1
55,state_1_income_tax_withheld,2504.33,2986.98,False,IRS1
55,state_1_wages_and_tips,22752.32,23185.84,False,IRS1
55,state_2,,NC,False,IRS1
55,state_2_income_tax_withheld,,2504.33,False,IRS1
55,state_2_wages_and_tips,,22752.32,False,IRS1
55,wages_and_tips,49328.84,49328.84,True,IRS1
56,employee_name,Patricia Gibson,Patricia Gibson,True,IRS1
56,employer_name,"Washington, Smith and Simpson PLC","Washington, Smith and Simpson PLC",True,IRS1
56,federal_income_tax_withheld,26981.59,26981.59,True,IRS1
56,medicare_wages_and_tips,202737.90,202737.90,True,IRS1
56,social_security_wages,154896.18,154896.18,True,IRS1
56,state_1,CT,MA,False,IRS1
56,state_1_income_tax_withheld,6944.47,6246.78,False,IRS1
56,state_1_wages_and_tips,107516.39,99356.08,False,IRS1
56,state_2,,CT,False,IRS1
56,state_2_income_tax_withheld,,6944.47,False,IRS1
56,state_2_wages_and_tips,,107516.39,False,IRS1
56,wages_and_tips,202643.68,202643.68,True,IRS1
57,employee_name,Kimberly Nunez,Kimberly Nunez,True,IRS1
57,employer_name,Smith-Robbins PLC,Smith-Robbins PLC,True,IRS1
57,federal_income_tax_withheld,41576.80,41576.80,True,IRS1
57,medicare_wages_and_tips,146347.53,146347.53,True,IRS1
57,social_security_wages,212786.93,212786.93,True,IRS1
57,state_1,NE,PA,False,IRS1
57,state_1_income_tax_withheld,10290.93,9128.26,False,IRS1
57,state_1_wages_and_tips,88143.99,87557.10,False,IRS1
57,state_2,,NE,False,IRS1
57,state_2_income_tax_withheld,,10290.93,False,IRS1
57,state_2_wages_and_tips,,88143.99,False,IRS1
57,wages_and_tips,193091.22,193091.22,True,IRS1
58,employee_name,Ricky Franklin,Ricky Franklin,True,IRS1
58,employer_name,Mendoza-Ruiz Inc,Mendoza-Ruiz Inc,True,IRS1
58,federal_income_tax_withheld,69690.62,69690.62,True,IRS1
58,medicare_wages_and_tips,198034.16,198034.16,True,IRS1
58,social_security_wages,195254.17,195254.17,True,IRS1
58,state_1,AR,VA,False,IRS1
58,state_1_income_tax_withheld,12147.81,7884.59,False,IRS1
58,state_1_wages_and_tips,113930.54,112767.40,False,IRS1
58,state_2,,AR,False,IRS1
58,state_2_income_tax_withheld,,12147.81,False,IRS1
58,state_2_wages_and_tips,,113930.54,False,IRS1
58,wages_and_tips,211698.37,211698.37,True,IRS1
59,employee_name,Donald Hobbs,Donald Hobbs,True,IRS1
59,employer_name,Arnold-Cuevas and Sons,Arnold-Cuevas and Sons,True,IRS1
59,federal_income_tax_withheld,39818.28,39818.28,True,IRS1
59,medicare_wages_and_tips,211965.47,211965.47,True,IRS1
59,social_security_wages,154777.55,154777.55,True,IRS1
59,state_1,MS,DE,False,IRS1
59,state_1_income_tax_withheld,11053.64,7034.93,False,IRS1
59,state_1_wages_and_tips,101620.18,105496.90,False,IRS1
59,state_2,,MS,False,IRS1
59,state_2_income_tax_withheld,,11053.64,False,IRS1
59,state_2_wages_and_tips,,101620.18,False,IRS1
59,wages_and_tips,197057.56,197057.56,True,IRS1
60,employee_name,Jessica Stevenson,Jessica Stevenson,True,IRS1
60,employer_name,"Black, Nguyen and Walton LLC","Black, Nguyen and Walton LLC",True,IRS1
60,federal_income_tax_withheld,32871.70,32871.70,True,IRS1
60,medicare_wages_and_tips,104143.05,104143.05,True,IRS1
60,social_security_wages,123863.76,123863.76,True,IRS1
60,state_1,NV,ID,False,IRS1
60,state_1_income_tax_withheld,5012.21,4558.87,False,IRS1
60,state_1_wages_and_tips,58947.68,68274.72,False,IRS1
60,state_2,,NV,False,IRS1
60,state_2_income_tax_withheld,,5012.21,False,IRS1
60,state_2_wages_and_tips,,58947.68,False,IRS1
60,wages_and_tips,125409.41,125409.41,True,IRS1
61,employee_name,Diane Reyes,Diane Reyes,True,IRS1
61,employer_name,"Smith, Evans and Hendricks LLC","Smith, Evans and Hendricks LLC",True,IRS1
61,federal_income_tax_withheld,82937.66,82937.66,True,IRS1
61,medicare_wages_and_tips,320962.09,320962.09,True,IRS1
61,social_security_wages,188273.72,188273.72,True,IRS1
61,state_1,IL,AK,False,IRS1
61,state_1_income_tax_withheld,5668.50,6615.56,False,IRS1
61,state_1_wages_and_tips,129923.07,112681.86,False,IRS1
61,state_2,,IL,False,IRS1
61,state_2_income_tax_withheld,,5668.50,False,IRS1
61,state_2_wages_and_tips,,129923.07,False,IRS1
61,wages_and_tips,248637.54,248637.54,True,IRS1
62,employee_name,James May,James May,True,IRS1
62,employer_name,Mata-Ray PLC,Mata-Ray PLC,True,IRS1
62,federal_income_tax_withheld,8877.69,8877.69,True,IRS1
62,medicare_wages_and_tips,59863.05,59863.05,True,IRS1
62,social_security_wages,53339.23,53339.23,True,IRS1
62,state_1,IL,ME,False,IRS1
62,state_1_income_tax_withheld,2582.75,2008.79,False,IRS1
62,state_1_wages_and_tips,28897.69,30090.50,False,IRS1
62,state_2,,IL,False,IRS1
62,state_2_income_tax_withheld,,2582.75,False,IRS1
62,state_2_wages_and_tips,,28897.69,False,IRS1
62,wages_and_tips,57879.41,57879.41,True,IRS1
63,employee_name,Scott Baker,Scott Baker,True,IRS1
63,employer_name,Williamson Inc and Sons,Williamson Inc and Sons,True,IRS1
63,federal_income_tax_withheld,31967.95,31967.95,True,IRS1
63,medicare_wages_and_tips,245562.89,245562.89,True,IRS1
63,social_security_wages,147267.51,147267.51,True,IRS1
63,state_1,AK,OR,False,IRS1
63,state_1_income_tax_withheld,,10334.52,False,IRS1
63,state_1_wages_and_tips,104808.53,98735.86,False,IRS1
63,state_2,,AK,False,IRS1
63,state_2_income_tax_withheld,,8476.84,False,IRS1
63,state_2_wages_and_tips,,104808.53,False,IRS1
63,wages_and_tips,195165.08,195165.08,True,IRS1
64,employee_name,Joseph Butler,Joseph Butler,True,IRS1
64,employer_name,"Hunt, Knox and Morgan Inc","Hunt, Knox and Morgan Inc",True,IRS1
64,federal_income_tax_withheld,28756.86,28756.86,True,IRS1
64,medicare_wages_and_tips,155756.27,155756.27,True,IRS1
64,social_security_wages,110191.96,110191.96,True,IRS1
64,state_1,CA,IA,False,IRS1
64,state_1_income_tax_withheld,2516.51,3365.38,False,IRS1
64,state_1_wages_and_tips,63940.29,70963.38,False,IRS1
64,state_2,,CA,False,IRS1
64,state_2_income_tax_withheld,,2516.51,False,IRS1
64,state_2_wages_and_tips,,63940.29,False,IRS1
64,wages_and_tips,141025.22,141025.22,True,IRS1
65,employee_name,Suff.,Dawn Harris,False,IRS1
65,employer_name,"Cannon, Diaz and Adkins Inc","Cannon, Diaz and Adkins Inc",True,IRS1
65,federal_income_tax_withheld,35079.80,35079.80,True,IRS1
65,medicare_wages_and_tips,184337.69,184337.69,True,IRS1
65,social_security_wages,277881.14,277881.14,True,IRS1
65,state_1,IN,NC,False,IRS1
65,state_1_income_tax_withheld,8363.74,6891.15,False,IRS1
65,state_1_wages_and_tips,113462.27,115638.67,False,IRS1
65,state_2,,IN,False,IRS1
65,state_2_income_tax_withheld,,8363.74,False,IRS1
65,state_2_wages_and_tips,,113462.27,False,IRS1
65,wages_and_tips,238724.37,238724.37,True,IRS1
66,employee_name,David Perez,David Perez,True,IRS1
66,employer_name,"Snyder-Nelson Ltd 8702 Barbara Forks Suite 452 Hernandezbury, IN 98835-4054",Snyder-Nelson Ltd,False,IRS1
66,federal_income_tax_withheld,87866.17,87866.17,True,IRS1
66,medicare_wages_and_tips,254008.23,254008.23,True,IRS1
66,social_security_wages,199149.81,199149.81,True,IRS1
66,state_1,AK,HI,False,IRS1
66,state_1_income_tax_withheld,6405.59,6968.62,False,IRS1
66,state_1_wages_and_tips,125757.55,130579.29,False,IRS1
66,state_2,,AK,False,IRS1
66,state_2_income_tax_withheld,,6405.59,False,IRS1
66,state_2_wages_and_tips,,125757.55,False,IRS1
66,wages_and_tips,245634.18,245634.18,True,IRS1
67,employee_name,Jeanne Mullen,Jeanne Mullen,True,IRS1
67,employer_name,Bryant Ltd and Sons,Bryant Ltd and Sons,True,IRS1
67,federal_income_tax_withheld,50493.52,50493.52,True,IRS1
67,medicare_wages_and_tips,165317.46,165317.46,True,IRS1
67,social_security_wages,164747.61,164747.61,True,IRS1
67,state_1,HI,MN,False,IRS1
67,state_1_income_tax_withheld,6424.97,5395.06,False,IRS1
67,state_1_wages_and_tips,91649.99,98269.48,False,IRS1
67,state_2,,HI,False,IRS1
67,state_2_income_tax_withheld,,6424.97,False,IRS1
67,state_2_wages_and_tips,,91649.99,False,IRS1
67,wages_and_tips,182644.07,182644.07,True,IRS1
68,employee_name,Ann Greene,Ann Greene,True,IRS1
68,employer_name,Ward LLC and Sons,Ward LLC and Sons,True,IRS1
68,federal_income_tax_withheld,77307.24,77307.24,True,IRS1
68,medicare_wages_and_tips,281306.94,281306.94,True,IRS1
68,social_security_wages,198314.20,198314.20,True,IRS1
68,state_1,AL,NJ,False,IRS1
68,state_1_income_tax_withheld,5924.24,6068.69,False,IRS1
68,state_1_wages_and_tips,106991.13,123217.09,False,IRS1
68,state_2,,AL,False,IRS1
68,state_2_income_tax_withheld,,5924.24,False,IRS1
68,state_2_wages_and_tips,,106991.13,False,IRS1
68,wages_and_tips,224464.93,224464.93,True,IRS1
69,employee_name,Joanne Brown,Joanne Brown,True,IRS1
69,employer_name,Brown-Robinson PLC,Brown-Robinson PLC,True,IRS1
69,federal_income_tax_withheld,6849.54,6849.54,True,IRS1
69,medicare_wages_and_tips,,72290.42,False,IRS1
69,social_security_wages,,57801.10,False,IRS1
69,state_1,NM,DE,False,IRS1
69,state_1_income_tax_withheld,2353.15,3685.56,False,IRS1
69,state_1_wages_and_tips,31772.04,34823.21,False,IRS1
69,state_2,,NM,False,IRS1
69,state_2_income_tax_withheld,,2353.15,False,IRS1
69,state_2_wages_and_tips,,31772.04,False,IRS1
69,wages_and_tips,66753.72,66753.72,True,IRS1
70,employee_name,Cynthia Evans,Cynthia Evans,True,IRS1
70,employer_name,Strickland-Thomas and Sons,Strickland-Thomas and Sons,True,IRS1
70,federal_income_tax_withheld,50205.33,50205.33,True,IRS1
70,medicare_wages_and_tips,172996.73,172996.73,True,IRS1
70,social_security_wages,164760.51,164760.51,True,IRS1
70,state_1,NC,KY,False,IRS1
70,state_1_income_tax_withheld,7167.40,7758.81,False,IRS1
70,state_1_wages_and_tips,97953.30,108734.78,False,IRS1
70,state_2,,NC,False,IRS1
70,state_2_income_tax_withheld,,7167.40,False,IRS1
70,state_2_wages_and_tips,,97953.30,False,IRS1
70,wages_and_tips,203417.02,203417.02,True,IRS1
71,employee_name,Robin Cooke,Robin Cooke,True,IRS1
71,employer_name,Walker Group and Sons,Walker Group and Sons,True,IRS1
71,federal_income_tax_withheld,14203.37,14203.37,True,IRS1
71,medicare_wages_and_tips,63264.54,63264.54,True,IRS1
71,social_security_wages,78648.89,78648.89,True,IRS1
71,state_1,FL,WV,False,IRS1
71,state_1_income_tax_withheld,1092.10,1130.20,False,IRS1
71,state_1_wages_and_tips,32251.12,30482.93,False,IRS1
71,state_2,,FL,False,IRS1
71,state_2_income_tax_withheld,,1092.10,False,IRS1
71,state_2_wages_and_tips,,32251.12,False,IRS1
71,wages_and_tips,62511.95,62511.95,True,IRS1
72,employee_name,Bradley Hill,Bradley Hill,True,IRS1
72,employer_name,Webb Ltd Group,Webb Ltd Group,True,IRS1
72,federal_income_tax_withheld,39253.58,39253.58,True,IRS1
72,medicare_wages_and_tips,174086.86,174086.86,True,IRS1
72,social_security_wages,242146.80,242146.80,True,IRS1
72,state_1,SD,VA,False,IRS1
72,state_1_income_tax_withheld,5821.22,6122.09,False,IRS1
72,state_1_wages_and_tips,103627.29,108092.29,False,IRS1
72,state_2,,SD,False,IRS1
72,state_2_income_tax_withheld,,5821.22,False,IRS1
72,state_2_wages_and_tips,,103627.29,False,IRS1
72,wages_and_tips,212792.18,212792.18,True,IRS1
73,employee_name,Michelle Hays,Michelle Hays,True,IRS1
73,employer_name,Camacho-Ochoa Group,Camacho-Ochoa Group,True,IRS1
73,federal_income_tax_withheld,24504.27,24504.27,True,IRS1
73,medicare_wages_and_tips,98860.89,98860.89,True,IRS1
73,social_security_wages,61546.64,61546.64,True,IRS1
73,state_1,HI,SD,False,IRS1
73,state_1_income_tax_withheld,1635.73,1489.11,False,IRS1
73,state_1_wages_and_tips,44318.59,42413.97,False,IRS1
73,state_2,,HI,False,IRS1
73,state_2_income_tax_withheld,,1635.73,False,IRS1
73,state_2_wages_and_tips,,44318.59,False,IRS1
73,wages_and_tips,81793.03,81793.03,True,IRS1
74,employee_name,Christopher Rogers,Christopher Rogers,True,IRS1
74,employer_name,Ross LLC Group,Ross LLC Group,True,IRS1
74,federal_income_tax_withheld,52714.96,52714.96,True,IRS1
74,medicare_wages_and_tips,183019.83,183019.83,True,IRS1
74,social_security_wages,177600.72,177600.72,True,IRS1
74,state_1,MO,SD,False,IRS1
74,state_1_income_tax_withheld,4998.09,5142.92,False,IRS1
74,state_1_wages_and_tips,87633.00,93676.43,False,IRS1
74,state_2,,MO,False,IRS1
74,state_2_income_tax_withheld,,4998.09,False,IRS1
74,state_2_wages_and_tips,,87633.00,False,IRS1
74,wages_and_tips,192129.02,192129.02,True,IRS1
75,employee_name,Travis Lewis,Travis Lewis,True,IRS2
75,employer_name,"Hebert-Sanchez PLC 938 Erica Shore Aprilton, WA 76490-9174",Hebert-Sanchez PLC,False,IRS2
75,federal_income_tax_withheld,71155.64,71155.64,True,IRS2
75,medicare_wages_and_tips,235523.16,235523.16,True,IRS2
75,social_security_wages,252361.47,252361.47,True,IRS2
75,state_1,GA,IL,False,IRS2
75,state_1_income_tax_withheld,6057.55,6676.00,False,IRS2
75,state_1_wages_and_tips,106759.50,97657.05,False,IRS2
75,state_2,,GA,False,IRS2
75,state_2_income_tax_withheld,,6057.55,False,IRS2
75,state_2_wages_and_tips,,106759.50,False,IRS2
75,wages_and_tips,201001.90,201001.90,True,IRS2
76,employee_name,Calvin Reyes,Calvin Reyes,True,IRS2
76,employer_name,Barrett PLC Inc,Barrett PLC Inc,True,IRS2
76,federal_income_tax_withheld,52046.25,52046.25,True,IRS2
76,medicare_wages_and_tips,181620.91,181620.91,True,IRS2
76,social_security_wages,161218.91,161218.91,True,IRS2
76,state_1,NH,OR,False,IRS2
76,state_1_income_tax_withheld,6854.35,6712.77,False,IRS2
76,state_1_wages_and_tips,67111.75,72611.82,False,IRS2
76,state_2,,NH,False,IRS2
76,state_2_income_tax_withheld,,6854.35,False,IRS2
76,state_2_wages_and_tips,,67111.75,False,IRS2
76,wages_and_tips,147067.81,147067.81,True,IRS2
77,employee_name,David Jones,David Jones,True,IRS2
77,employer_name,"Haynes, Brennan and Blair PLC 70524 Daniels Camp Steeleberg AZ 54902-1252","Haynes, Brennan and Blair PLC",False,IRS2
77,federal_income_tax_withheld,46212.80,46212.80,True,IRS2
77,medicare_wages_and_tips,188421.16,188421.16,True,IRS2
77,social_security_wages,247751.92,247751.92,True,IRS2
77,state_1,NC,WV,False,IRS2
77,state_1_income_tax_withheld,5340.65,7254.97,False,IRS2
77,state_1_wages_and_tips,91823.27,97840.06,False,IRS2
77,state_2,,NC,False,IRS2
77,state_2_income_tax_withheld,,5340.65,False,IRS2
77,state_2_wages_and_tips,,91823.27,False,IRS2
77,wages_and_tips,194025.01,194025.01,True,IRS2
78,employee_name,Rebecca Rivera,Rebecca Rivera,True,IRS2
78,employer_name,Martin LLC Ltd,Martin LLC Ltd,True,IRS2
78,federal_income_tax_withheld,34936.61,34936.61,True,IRS2
78,medicare_wages_and_tips,88788.91,88788.91,True,IRS2
78,social_security_wages,121233.55,121233.55,True,IRS2
78,state_1,ID,OH,False,IRS2
78,state_1_income_tax_withheld,3618.14,3967.71,False,IRS2
78,state_1_wages_and_tips,60027.45,62825.60,False,IRS2
78,state_2,,ID,False,IRS2
78,state_2_income_tax_withheld,,3618.14,False,IRS2
78,state_2_wages_and_tips,,60027.45,False,IRS2
78,wages_and_tips,115709.06,115709.06,True,IRS2
79,employee_name,C o D o EE o C o K,Matthew Dickerson,False,IRS2
79,employer_name,"Flowers, Blanchard and Ibarra and Sons","Flowers, Blanchard and Ibarra and Sons",True,IRS2
79,federal_income_tax_withheld,50474.50,50474.50,True,IRS2
79,medicare_wages_and_tips,267927.73,267927.73,True,IRS2
79,social_security_wages,162171.50,162171.50,True,IRS2
79,state_1,OH,CA,False,IRS2
79,state_1_income_tax_withheld,10308.81,13091.17,False,IRS2
79,state_1_wages_and_tips,123325.91,123849.93,False,IRS2
79,state_2,,OH,False,IRS2
79,state_2_income_tax_withheld,,10308.81,False,IRS2
79,state_2_wages_and_tips,,123325.91,False,IRS2
79,wages_and_tips,229992.25,229992.25,True,IRS2
80,employee_name,Alexander Arroyo,Alexander Arroyo,True,IRS2
80,employer_name,Baxter and Sons Ltd 8639 Parker Square Apt. 197 West Karen MO 53157-7804,Baxter and Sons Ltd,False,IRS2
80,federal_income_tax_withheld,13910.36,13910.36,True,IRS2
80,medicare_wages_and_tips,62060.33,62060.33,True,IRS2
80,social_security_wages,60512.04,60512.04,True,IRS2
80,state_1,MA,KY,False,IRS2
80,state_1_income_tax_withheld,1615.49,1880.64,False,IRS2
80,state_1_wages_and_tips,41676.50,42482.44,False,IRS2
80,state_2,,MA,False,IRS2
80,state_2_income_tax_withheld,,1615.49,False,IRS2
80,state_2_wages_and_tips,,41676.50,False,IRS2
80,wages_and_tips,80898.06,80898.06,True,IRS2
81,employee_name,Sarah Whitaker,Sarah Whitaker,True,IRS2
81,employer_name,Serrano Group and Sons,Serrano Group and Sons,True,IRS2
81,federal_income_tax_withheld,27445.47,27445.47,True,IRS2
81,medicare_wages_and_tips,98821.52,94670.10,False,IRS2
81,social_security_wages,98821.52,98821.52,True,IRS2
81,state_1,AK,VT,False,IRS2
81,state_1_income_tax_withheld,1968.56,1765.91,False,IRS2
81,state_1_wages_and_tips,46555.30,43802.55,False,IRS2
81,state_2,,AK,False,IRS2
81,state_2_income_tax_withheld,,1968.56,False,IRS2
81,state_2_wages_and_tips,,46555.30,False,IRS2
81,wages_and_tips,85971.25,85971.25,True,IRS2
82,employee_name,Ricky Burns,Ricky Burns,True,IRS2
82,employer_name,Myers PLC PLC,Myers PLC PLC,True,IRS2
82,federal_income_tax_withheld,54201.20,54201.20,True,IRS2
82,medicare_wages_and_tips,228510.68,228510.68,True,IRS2
82,social_security_wages,196998.43,196998.43,True,IRS2
82,state_1,IL,KS,False,IRS2
82,state_1_income_tax_withheld,8006.19,6538.70,False,IRS2
82,state_1_wages_and_tips,105116.66,97298.44,False,IRS2
82,state_2,,IL,False,IRS2
82,state_2_income_tax_withheld,,8006.19,False,IRS2
82,state_2_wages_and_tips,,105116.66,False,IRS2
