Comparison ID,Field,Predicted Value,Ground Truth Value,Match,Form Type
38,State 1 Income Tax Withheld,2991.77,2991.77,True,ADP2
38,State 2,,,True,ADP2
38,State 2 Wages and Tips,,,True,ADP2
38,State 2 Income Tax Withheld,,,True,ADP2
38,Field Count Check,Yes,Yes,True,ADP2
39,Employee Name,Logan Sparks,Logan Sparks,True,ADP2
39,Employer Name,Torres-Campos Ltd,Torres-Campos Ltd,True,ADP2
39,Wages and Tips,170026.02,170026.02,True,ADP2
39,Federal Income Tax Withheld,18056.06,18056.06,True,ADP2
39,Social Security Wages,173411.04,173411.04,True,ADP2
39,Medicare Wages and Tips,188227.23,188227.23,True,ADP2
39,State 1,TN,TN,True,ADP2
39,State 1 Wages and Tips,81242.84,81242.84,True,ADP2
39,State 1 Income Tax Withheld,7546.37,7546.37,True,ADP2
39,State 2,,,True,ADP2
39,State 2 Wages and Tips,,,True,ADP2
39,State 2 Income Tax Withheld,,,True,ADP2
39,Field Count Check,Yes,Yes,True,ADP2
40,Employee Name,Dustin Ford,Dustin Ford,True,ADP2
40,Employer Name,"Crawford, Marquez and Martin Ltd","Crawford, Marquez and Martin Ltd",True,ADP2
40,Wages and Tips,167194.56,167194.56,True,ADP2
40,Federal Income Tax Withheld,48973.11,48973.11,True,ADP2
40,Social Security Wages,158800.38,158800.38,True,ADP2
40,Medicare Wages and Tips,188082.20,188082.20,True,ADP2
40,State 1,FL,FL,True,ADP2
40,State 1 Wages and Tips,86115.66,86115.66,True,ADP2
40,State 1 Income Tax Withheld,7255.02,7255.02,True,ADP2
40,State 2,,,True,ADP2
40,State 2 Wages and Tips,,,True,ADP2
40,State 2 Income Tax Withheld,,,True,ADP2
40,Field Count Check,Yes,Yes,True,ADP2
41,Employee Name,Jessica Arellano,Jessica Arellano,True,ADP2
41,Employer Name,Shields Inc Group,Shields Inc Group,True,ADP2
41,Wages and Tips,116343.88,116343.88,True,ADP2
41,Federal Income Tax Withheld,14883.64,14883.64,True,ADP2
41,Social Security Wages,90617.08,90617.08,True,ADP2
41,Medicare Wages and Tips,146763.35,146763.35,True,ADP2
41,State 1,OH,OH,True,ADP2
41,State 1 Wages and Tips,60221.17,60221.17,True,ADP2
41,State 1 Income Tax Withheld,6167.30,6167.30,True,ADP2
41,State 2,,,True,ADP2
41,State 2 Wages and Tips,,,True,ADP2
41,State 2 Income Tax Withheld,,,True,ADP2
41,Field Count Check,Yes,Yes,True,ADP2
42,Employee Name,Paul Oneal,Paul Oneal,True,ADP2
42,Employer Name,Edwards Inc PLC,Edwards Inc PLC,True,ADP2
42,Wages and Tips,100685.61,100685.61,True,ADP2
42,Federal Income Tax Withheld,15340.30,15340.30,True,ADP2
42,Social Security Wages,104087.79,104087.79,True,ADP2
42,Medicare Wages and Tips,105685.69,105685.69,True,ADP2
42,State 1,CA,CA,True,ADP2
42,State 1 Wages and Tips,52757.35,52757.35,True,ADP2
42,State 1 Income Tax Withheld,4189.84,4189.84,True,ADP2
42,State 2,,,True,ADP2
42,State 2 Wages and Tips,,,True,ADP2
42,State 2 Income Tax Withheld,,,True,ADP2
42,Field Count Check,Yes,Yes,True,ADP2
43,Employee Name,Debra Garcia,Debra Garcia,True,ADP2
43,Employer Name,Reeves and Sons Group,Reeves and Sons Group,True,ADP2
43,Wages and Tips,182042.65,182042.65,True,ADP2
43,Federal Income Tax Withheld,55164.76,55164.76,True,ADP2
43,Social Security Wages,234196.10,234196.10,True,ADP2
43,Medicare Wages and Tips,147592.92,147592.92,True,ADP2
43,State 1,SC,SC,True,ADP2
43,State 1 Wages and Tips,95039.35,95039.35,True,ADP2
43,State 1 Income Tax Withheld,4194.67,4194.67,True,ADP2
43,State 2,,,True,ADP2
43,State 2 Wages and Tips,,,True,ADP2
43,State 2 Income Tax Withheld,,,True,ADP2
43,Field Count Check,Yes,Yes,True,ADP2
44,Employee Name,Janet Maldonado,Janet Maldonado,True,ADP2
44,Employer Name,Deleon Ltd PLC,Deleon Ltd PLC,True,ADP2
44,Wages and Tips,100735.35,100735.35,True,ADP2
44,Federal Income Tax Withheld,12117.21,12117.21,True,ADP2
44,Social Security Wages,117510.60,117510.60,True,ADP2
44,Medicare Wages and Tips,81666.71,81666.71,True,ADP2
44,State 1,WV,WV,True,ADP2
44,State 1 Wages and Tips,47638.23,47638.23,True,ADP2
44,State 1 Income Tax Withheld,3373.18,3373.18,True,ADP2
44,State 2,,,True,ADP2
44,State 2 Wages and Tips,,,True,ADP2
44,State 2 Income Tax Withheld,,,True,ADP2
44,Field Count Check,Yes,Yes,True,ADP2
45,Employee Name,Jennifer West,Jennifer West,True,ADP2
45,Employer Name,Logan-Jones PLC,Logan-Jones PLC,True,ADP2
45,Wages and Tips,81342.73,81342.73,True,ADP2
45,Federal Income Tax Withheld,18541.17,18541.17,True,ADP2
45,Social Security Wages,84679.79,84679.79,True,ADP2
45,Medicare Wages and Tips,78419.15,78419.15,True,ADP2
45,State 1,MA,MA,True,ADP2
45,State 1 Wages and Tips,41311.04,41311.04,True,ADP2
45,State 1 Income Tax Withheld,1984.64,1984.64,True,ADP2
45,State 2,,,True,ADP2
45,State 2 Wages and Tips,,,True,ADP2
45,State 2 Income Tax Withheld,,,True,ADP2
45,Field Count Check,Yes,Yes,True,ADP2
46,Employee Name,Mark Smith,Mark Smith,True,ADP2
46,Employer Name,"Lopez, Harris and Thomas Inc","Lopez, Harris and Thomas Inc",True,ADP2
46,Wages and Tips,106989.48,106989.48,True,ADP2
46,Federal Income Tax Withheld,17610.02,17610.02,True,ADP2
46,Social Security Wages,124686.17,124686.17,True,ADP2
46,Medicare Wages and Tips,129274.26,129274.26,True,ADP2
46,State 1,OK,OK,True,ADP2
46,State 1 Wages and Tips,50787.90,50787.90,True,ADP2
46,State 1 Income Tax Withheld,6743.02,6743.02,True,ADP2
46,State 2,,,True,ADP2
46,State 2 Wages and Tips,,,True,ADP2
46,State 2 Income Tax Withheld,,,True,ADP2
46,Field Count Check,Yes,Yes,True,ADP2
47,Employee Name,Jordan Clark,Jordan Clark,True,ADP2
47,Employer Name,Mack-Clark LLC,Mack-Clark LLC,True,ADP2
47,Wages and Tips,234405.35,234405.35,True,ADP2
47,Federal Income Tax Withheld,71288.69,71288.69,True,ADP2
47,Social Security Wages,236532.35,236532.35,True,ADP2
47,Medicare Wages and Tips,164679.76,164679.76,True,ADP2
47,State 1,MN,MN,True,ADP2
47,State 1 Wages and Tips,124391.78,124391.78,True,ADP2
47,State 1 Income Tax Withheld,13323.12,13323.12,True,ADP2
47,State 2,,,True,ADP2
47,State 2 Wages and Tips,,,True,ADP2
47,State 2 Income Tax Withheld,,,True,ADP2
47,Field Count Check,Yes,Yes,True,ADP2
48,Employee Name,Maria Gilmore,Maria Gilmore,True,ADP2
48,Employer Name,"Moore, Morales and Rodriguez Group","Moore, Morales and Rodriguez Group",True,ADP2
48,Wages and Tips,125957.50,125957.50,True,ADP2
48,Federal Income Tax Withheld,32266.75,32266.75,True,ADP2
48,Social Security Wages,143307.79,143307.79,True,ADP2
48,Medicare Wages and Tips,106535.26,106535.26,True,ADP2
48,State 1,AK,AK,True,ADP2
48,State 1 Wages and Tips,56901.10,56901.10,True,ADP2
48,State 1 Income Tax Withheld,4549.45,4549.45,True,ADP2
48,State 2,,,True,ADP2
48,State 2 Wages and Tips,,,True,ADP2
48,State 2 Income Tax Withheld,,,True,ADP2
48,Field Count Check,Yes,Yes,True,ADP2
49,Employee Name,Dawn Johnson,Dawn Johnson,True,ADP2
49,Employer Name,Williams Inc Inc,Williams Inc Inc,True,ADP2
49,Wages and Tips,88023.79,88023.79,True,ADP2
49,Federal Income Tax Withheld,30162.58,30162.58,True,ADP2
49,Social Security Wages,111310.47,111310.47,True,ADP2
49,Medicare Wages and Tips,94797.57,94797.57,True,ADP2
49,State 1,NC,NC,True,ADP2
49,State 1 Wages and Tips,40973.84,40973.84,True,ADP2
49,State 1 Income Tax Withheld,3754.31,3754.31,True,ADP2
49,State 2,,,True,ADP2
49,State 2 Wages and Tips,,,True,ADP2
49,State 2 Income Tax Withheld,,,True,ADP2
49,Field Count Check,Yes,Yes,True,ADP2
50,Employee Name,Benjamin Burch,Benjamin Burch,True,IRS1
50,Employer Name,"Ward, Allison and Jimenez Inc","Ward, Allison and Jimenez Inc",True,IRS1
50,Wages and Tips,209665.25,209665.25,True,IRS1
50,Federal Income Tax Withheld,53423.50,53423.50,True,IRS1
50,Social Security Wages,272174.17,272174.17,True,IRS1
50,Medicare Wages and Tips,225347.99,225347.99,True,IRS1
50,State 1,UT,UT,True,IRS1
50,State 1 Wages and Tips,101914.73,101914.73,True,IRS1
50,State 1 Income Tax Withheld,6744.55,6744.55,True,IRS1
50,State 2,MS,MS,True,IRS1
50,State 2 Wages and Tips,111269.12,111269.12,True,IRS1
50,State 2 Income Tax Withheld,7135.46,7135.46,True,IRS1
50,Field Count Check,Yes,Yes,True,IRS1
51,Employee Name,Kevin David,Kevin David,True,IRS1
51,Employer Name,Nolan-Conley LLC,Nolan-Conley LLC,True,IRS1
51,Wages and Tips,110531.70,110531.70,True,IRS1
51,Federal Income Tax Withheld,20338.94,20338.94,True,IRS1
51,Social Security Wages,92010.56,92010.56,True,IRS1
51,Medicare Wages and Tips,143486.80,143486.80,True,IRS1
51,State 1,IN,IN,True,IRS1
51,State 1 Wages and Tips,59730.53,59730.53,True,IRS1
51,State 1 Income Tax Withheld,2878.00,2878.00,True,IRS1
51,State 2,MA,MA,True,IRS1
51,State 2 Wages and Tips,53139.71,53139.71,True,IRS1
51,State 2 Income Tax Withheld,2444.56,2444.56,True,IRS1
51,Field Count Check,Yes,Yes,True,IRS1
52,Employee Name,Leonard Santos,Leonard Santos,True,IRS1
52,Employer Name,Ramirez Inc PLC,Ramirez Inc PLC,True,IRS1
52,Wages and Tips,191413.14,191413.14,True,IRS1
52,Federal Income Tax Withheld,20411.03,20411.03,True,IRS1
52,Social Security Wages,237221.81,237221.81,True,IRS1
52,Medicare Wages and Tips,203385.19,203385.19,True,IRS1
52,State 1,WA,WA,True,IRS1
52,State 1 Wages and Tips,95437.14,95437.14,True,IRS1
52,State 1 Income Tax Withheld,4703.28,4703.28,True,IRS1
52,State 2,CT,CT,True,IRS1
52,State 2 Wages and Tips,99440.88,99440.88,True,IRS1
52,State 2 Income Tax Withheld,4486.37,4486.37,True,IRS1
52,Field Count Check,Yes,Yes,True,IRS1
53,Employee Name,Suzanne Cooper,Suzanne Cooper,True,IRS1
53,Employer Name,Malone and Sons PLC,Malone and Sons PLC,True,IRS1
53,Wages and Tips,109697.19,109697.19,True,IRS1
53,Federal Income Tax Withheld,32403.04,32403.04,True,IRS1
53,Social Security Wages,97797.42,97797.42,True,IRS1
53,Medicare Wages and Tips,126740.74,126740.74,True,IRS1
53,State 1,MI,MI,True,IRS1
53,State 1 Wages and Tips,53275.84,53275.84,True,IRS1
53,State 1 Income Tax Withheld,3335.04,3335.04,True,IRS1
53,State 2,KS,KS,True,IRS1
53,State 2 Wages and Tips,55084.80,55084.80,True,IRS1
53,State 2 Income Tax Withheld,3845.07,3845.07,True,IRS1
53,Field Count Check,Yes,Yes,True,IRS1
54,Employee Name,Luis Crosby,Luis Crosby,True,IRS1
54,Employer Name,"Hayden, Mercer and Swanson Group","Hayden, Mercer and Swanson Group",True,IRS1
54,Wages and Tips,168760.56,168760.56,True,IRS1
54,Federal Income Tax Withheld,48927.19,48927.19,True,IRS1
54,Social Security Wages,217028.00,217028.00,True,IRS1
54,Medicare Wages and Tips,119392.91,119392.91,True,IRS1
54,State 1,MN,MN,True,IRS1
54,State 1 Wages and Tips,76944.28,76944.28,True,IRS1
54,State 1 Income Tax Withheld,6204.55,6204.55,True,IRS1
54,State 2,KS,KS,True,IRS1
54,State 2 Wages and Tips,91034.04,91034.04,True,IRS1
54,State 2 Income Tax Withheld,6919.99,6919.99,True,IRS1
54,Field Count Check,Yes,Yes,True,IRS1
55,Employee Name,Nathaniel Gonzalez,Nathaniel Gonzalez,True,IRS1
55,Employer Name,Mcpherson-Martinez Inc,Mcpherson-Martinez Inc,True,IRS1
55,Wages and Tips,49328.84,49328.84,True,IRS1
55,Federal Income Tax Withheld,14215.85,14215.85,True,IRS1
55,Social Security Wages,56148.34,56148.34,True,IRS1
55,Medicare Wages and Tips,46084.10,46084.10,True,IRS1
55,State 1,AR,AR,True,IRS1
55,State 1 Wages and Tips,23185.84,23185.84,True,IRS1
55,State 1 Income Tax Withheld,2986.98,2986.98,True,IRS1
55,State 2,NC,NC,True,IRS1
55,State 2 Wages and Tips,22752.32,22752.32,True,IRS1
55,State 2 Income Tax Withheld,2504.33,2504.33,True,IRS1
55,Field Count Check,Yes,Yes,True,IRS1
56,Employee Name,Patricia Gibson,Patricia Gibson,True,IRS1
56,Employer Name,"Washington, Smith and Simpson PLC","Washington, Smith and Simpson PLC",True,IRS1
56,Wages and Tips,202643.68,202643.68,True,IRS1
56,Federal Income Tax Withheld,26981.59,26981.59,True,IRS1
56,Social Security Wages,154896.18,154896.18,True,IRS1
56,Medicare Wages and Tips,202737.90,202737.90,True,IRS1
56,State 1,MA,MA,True,IRS1
56,State 1 Wages and Tips,99356.08,99356.08,True,IRS1
56,State 1 Income Tax Withheld,6246.78,6246.78,True,IRS1
56,State 2,CT,CT,True,IRS1
56,State 2 Wages and Tips,107516.39,107516.39,True,IRS1
56,State 2 Income Tax Withheld,6944.47,6944.47,True,IRS1
56,Field Count Check,Yes,Yes,True,IRS1
57,Employee Name,Kimberly Nunez,Kimberly Nunez,True,IRS1
57,Employer Name,Smith-Robbins PLC,Smith-Robbins PLC,True,IRS1
57,Wages and Tips,193091.22,193091.22,True,IRS1
57,Federal Income Tax Withheld,41576.80,41576.80,True,IRS1
57,Social Security Wages,212786.93,212786.93,True,IRS1
57,Medicare Wages and Tips,146347.53,146347.53,True,IRS1
57,State 1,PA,PA,True,IRS1
57,State 1 Wages and Tips,87557.10,87557.10,True,IRS1
57,State 1 Income Tax Withheld,9128.26,9128.26,True,IRS1
57,State 2,NE,NE,True,IRS1
57,State 2 Wages and Tips,88143.99,88143.99,True,IRS1
57,State 2 Income Tax Withheld,10290.93,10290.93,True,IRS1
57,Field Count Check,Yes,Yes,True,IRS1
58,Employee Name,Ricky Franklin,Ricky Franklin,True,IRS1
58,Employer Name,Mendoza-Ruiz Inc,Mendoza-Ruiz Inc,True,IRS1
58,Wages and Tips,211698.37,211698.37,True,IRS1
58,Federal Income Tax Withheld,69690.62,69690.62,True,IRS1
58,Social Security Wages,195254.17,195254.17,True,IRS1
58,Medicare Wages and Tips,198034.16,198034.16,True,IRS1
58,State 1,VA,VA,True,IRS1
58,State 1 Wages and Tips,112767.40,112767.40,True,IRS1
58,State 1 Income Tax Withheld,7884.59,7884.59,True,IRS1
58,State 2,AR,AR,True,IRS1
58,State 2 Wages and Tips,113930.54,113930.54,True,IRS1
58,State 2 Income Tax Withheld,12147.81,12147.81,True,IRS1
58,Field Count Check,Yes,Yes,True,IRS1
59,Employee Name,Donald Hobbs,Donald Hobbs,True,IRS1
59,Employer Name,Arnold-Cuevas and Sons,Arnold-Cuevas and Sons,True,IRS1
59,Wages and Tips,197057.56,197057.56,True,IRS1
59,Federal Income Tax Withheld,39818.28,39818.28,True,IRS1
59,Social Security Wages,154777.55,154777.55,True,IRS1
59,Medicare Wages and Tips,211965.47,211965.47,True,IRS1
59,State 1,DE,DE,True,IRS1
59,State 1 Wages and Tips,105496.90,105496.90,True,IRS1
59,State 1 Income Tax Withheld,7034.93,7034.93,True,IRS1
59,State 2,MS,MS,True,IRS1
59,State 2 Wages and Tips,101620.18,101620.18,True,IRS1
59,State 2 Income Tax Withheld,11053.64,11053.64,True,IRS1
59,Field Count Check,Yes,Yes,True,IRS1
60,Employee Name,Jessica Stevenson,Jessica Stevenson,True,IRS1
60,Employer Name,"Black, Nguyen and Walton LLC","Black, Nguyen and Walton LLC",True,IRS1
60,Wages and Tips,125409.41,125409.41,True,IRS1
60,Federal Income Tax Withheld,32871.70,32871.70,True,IRS1
60,Social Security Wages,123863.76,123863.76,True,IRS1
60,Medicare Wages and Tips,104143.05,104143.05,True,IRS1
60,State 1,ID,ID,True,IRS1
60,State 1 Wages and Tips,68274.72,68274.72,True,IRS1
60,State 1 Income Tax Withheld,4558.87,4558.87,True,IRS1
60,State 2,NV,NV,True,IRS1
60,State 2 Wages and Tips,58947.68,58947.68,True,IRS1
60,State 2 Income Tax Withheld,5012.21,5012.21,True,IRS1
60,Field Count Check,Yes,Yes,True,IRS1
61,Employee Name,Diane Reyes,Diane Reyes,True,IRS1
61,Employer Name,"Smith, Evans and Hendricks LLC","Smith, Evans and Hendricks LLC",True,IRS1
61,Wages and Tips,248637.54,248637.54,True,IRS1
61,Federal Income Tax Withheld,82937.66,82937.66,True,IRS1
61,Social Security Wages,188273.72,188273.72,True,IRS1
61,Medicare Wages and Tips,320962.09,320962.09,True,IRS1
61,State 1,AK,AK,True,IRS1
61,State 1 Wages and Tips,112681.86,112681.86,True,IRS1
61,State 1 Income Tax Withheld,6615.56,6615.56,True,IRS1
61,State 2,IL,IL,True,IRS1
61,State 2 Wages and Tips,129923.07,129923.07,True,IRS1
61,State 2 Income Tax Withheld,5668.50,5668.50,True,IRS1
61,Field Count Check,Yes,Yes,True,IRS1
62,Employee Name,James May,James May,True,IRS1
62,Employer Name,Mata-Ray PLC,Mata-Ray PLC,True,IRS1
62,Wages and Tips,57879.41,57879.41,True,IRS1
62,Federal Income Tax Withheld,8877.69,8877.69,True,IRS1
62,Social Security Wages,53339.23,53339.23,True,IRS1
62,Medicare Wages and Tips,59863.05,59863.05,True,IRS1
62,State 1,ME,ME,True,IRS1
62,State 1 Wages and Tips,30090.50,30090.50,True,IRS1
62,State 1 Income Tax Withheld,2008.79,2008.79,True,IRS1
62,State 2,IL,IL,True,IRS1
62,State 2 Wages and Tips,28897.69,28897.69,True,IRS1
62,State 2 Income Tax Withheld,2582.75,2582.75,True,IRS1
62,Field Count Check,Yes,Yes,True,IRS1
63,Employee Name,Scott Baker,Scott Baker,True,IRS1
63,Employer Name,Williamson Inc and Sons,Williamson Inc and Sons,True,IRS1
63,Wages and Tips,195165.08,195165.08,True,IRS1
63,Federal Income Tax Withheld,31967.95,31967.95,True,IRS1
63,Social Security Wages,147267.51,147267.51,True,IRS1
63,Medicare Wages and Tips,245562.89,245562.89,True,IRS1
63,State 1,OR,OR,True,IRS1
63,State 1 Wages and Tips,98735.86,98735.86,True,IRS1
63,State 1 Income Tax Withheld,10334.52,10334.52,True,IRS1
63,State 2,AK,AK,True,IRS1
63,State 2 Wages and Tips,104808.53,104808.53,True,IRS1
63,State 2 Income Tax Withheld,8476.84,8476.84,True,IRS1
63,Field Count Check,Yes,Yes,True,IRS1
64,Employee Name,Joseph Butler,Joseph Butler,True,IRS1
64,Employer Name,"Hunt, Knox and Morgan Inc","Hunt, Knox and Morgan Inc",True,IRS1
64,Wages and Tips,141025.22,141025.22,True,IRS1
64,Federal Income Tax Withheld,28756.86,28756.86,True,IRS1
64,Social Security Wages,110191.96,110191.96,True,IRS1
64,Medicare Wages and Tips,155756.27,155756.27,True,IRS1
64,State 1,IA,IA,True,IRS1
64,State 1 Wages and Tips,70963.38,70963.38,True,IRS1
64,State 1 Income Tax Withheld,3365.38,3365.38,True,IRS1
64,State 2,CA,CA,True,IRS1
64,State 2 Wages and Tips,63940.29,63940.29,True,IRS1
64,State 2 Income Tax Withheld,2516.51,2516.51,True,IRS1
64,Field Count Check,Yes,Yes,True,IRS1
65,Employee Name,Dawn Harris,Dawn Harris,True,IRS1
65,Employer Name,"Cannon, Diaz and Adkins Inc","Cannon, Diaz and Adkins Inc",True,IRS1
65,Wages and Tips,238724.37,238724.37,True,IRS1
65,Federal Income Tax Withheld,35079.80,35079.80,True,IRS1
65,Social Security Wages,277881.14,277881.14,True,IRS1
65,Medicare Wages and Tips,184337.69,184337.69,True,IRS1
65,State 1,NC,NC,True,IRS1
65,State 1 Wages and Tips,115638.67,115638.67,True,IRS1
65,State 1 Income Tax Withheld,6891.15,6891.15,True,IRS1
65,State 2,IN,IN,True,IRS1
65,State 2 Wages and Tips,113462.27,113462.27,True,IRS1
65,State 2 Income Tax Withheld,8363.74,8363.74,True,IRS1
65,Field Count Check,Yes,Yes,True,IRS1
66,Employee Name,David Perez,David Perez,True,IRS1
66,Employer Name,Snyder-Nelson Ltd,Snyder-Nelson Ltd,True,IRS1
66,Wages and Tips,245634.18,245634.18,True,IRS1
66,Federal Income Tax Withheld,87866.17,87866.17,True,IRS1
66,Social Security Wages,199149.81,199149.81,True,IRS1
66,Medicare Wages and Tips,254008.23,254008.23,True,IRS1
66,State 1,HI,HI,True,IRS1
66,State 1 Wages and Tips,130579.29,130579.29,True,IRS1
66,State 1 Income Tax Withheld,6968.62,6968.62,True,IRS1
66,State 2,AK,AK,True,IRS1
66,State 2 Wages and Tips,125757.55,125757.55,True,IRS1
66,State 2 Income Tax Withheld,6405.59,6405.59,True,IRS1
66,Field Count Check,Yes,Yes,True,IRS1
67,Employee Name,Jeanne Mullen,Jeanne Mullen,True,IRS1
67,Employer Name,Bryant Ltd and Sons,Bryant Ltd and Sons,True,IRS1
67,Wages and Tips,182644.07,182644.07,True,IRS1
67,Federal Income Tax Withheld,50493.52,50493.52,True,IRS1
67,Social Security Wages,164747.61,164747.61,True,IRS1
67,Medicare Wages and Tips,165317.46,165317.46,True,IRS1
67,State 1,MN,MN,True,IRS1
67,State 1 Wages and Tips,98269.48,98269.48,True,IRS1
67,State 1 Income Tax Withheld,5395.06,5395.06,True,IRS1
67,State 2,HI,HI,True,IRS1
67,State 2 Wages and Tips,91649.99,91649.99,True,IRS1
67,State 2 Income Tax Withheld,6424.97,6424.97,True,IRS1
67,Field Count Check,Yes,Yes,True,IRS1
68,Employee Name,Ann Greene,Ann Greene,True,IRS1
68,Employer Name,Ward LLC and Sons,Ward LLC and Sons,True,IRS1
68,Wages and Tips,224464.93,224464.93,True,IRS1
68,Federal Income Tax Withheld,77307.24,77307.24,True,IRS1
68,Social Security Wages,198314.20,198314.20,True,IRS1
68,Medicare Wages and Tips,281306.94,281306.94,True,IRS1
68,State 1,NJ,NJ,True,IRS1
68,State 1 Wages and Tips,123217.09,123217.09,True,IRS1
68,State 1 Income Tax Withheld,6068.69,6068.69,True,IRS1
68,State 2,AL,AL,True,IRS1
68,State 2 Wages and Tips,106991.13,106991.13,True,IRS1
68,State 2 Income Tax Withheld,5924.24,5924.24,True,IRS1
68,Field Count Check,Yes,Yes,True,IRS1
69,Employee Name,Joanne Brown,Joanne Brown,True,IRS1
69,Employer Name,Brown-Robinson PLC,Brown-Robinson PLC,True,IRS1
69,Wages and Tips,66753.72,66753.72,True,IRS1
69,Federal Income Tax Withheld,6849.54,6849.54,True,IRS1
69,Social Security Wages,57801.10,57801.10,True,IRS1
69,Medicare Wages and Tips,72290.42,72290.42,True,IRS1
69,State 1,DE,DE,True,IRS1
69,State 1 Wages and Tips,34823.21,34823.21,True,IRS1
69,State 1 Income Tax Withheld,3685.56,3685.56,True,IRS1
69,State 2,NM,NM,True,IRS1
69,State 2 Wages and Tips,31772.04,31772.04,True,IRS1
69,State 2 Income Tax Withheld,2353.15,2353.15,True,IRS1
69,Field Count Check,Yes,Yes,True,IRS1
70,Employee Name,Cynthia Evans,Cynthia Evans,True,IRS1
70,Employer Name,Strickland-Thomas and Sons,Strickland-Thomas and Sons,True,IRS1
70,Wages and Tips,203417.02,203417.02,True,IRS1
70,Federal Income Tax Withheld,50205.33,50205.33,True,IRS1
70,Social Security Wages,164760.51,164760.51,True,IRS1
70,Medicare Wages and Tips,172996.73,172996.73,True,IRS1
70,State 1,KY,KY,True,IRS1
70,State 1 Wages and Tips,108734.78,108734.78,True,IRS1
70,State 1 Income Tax Withheld,7758.81,7758.81,True,IRS1
70,State 2,NC,NC,True,IRS1
70,State 2 Wages and Tips,97953.30,97953.30,True,IRS1
70,State 2 Income Tax Withheld,7167.40,7167.40,True,IRS1
70,Field Count Check,Yes,Yes,True,IRS1
71,Employee Name,Robin Cooke,Robin Cooke,True,IRS1
71,Employer Name,Walker Group and Sons,Walker Group and Sons,True,IRS1
71,Wages and Tips,62511.95,62511.95,True,IRS1
71,Federal Income Tax Withheld,14203.37,14203.37,True,IRS1
71,Social Security Wages,78648.89,78648.89,True,IRS1
71,Medicare Wages and Tips,63264.54,63264.54,True,IRS1
71,State 1,WV,WV,True,IRS1
71,State 1 Wages and Tips,30482.93,30482.93,True,IRS1
71,State 1 Income Tax Withheld,1130.20,1130.20,True,IRS1
71,State 2,FL,FL,True,IRS1
71,State 2 Wages and Tips,32251.12,32251.12,True,IRS1
71,State 2 Income Tax Withheld,1092.10,1092.10,True,IRS1
71,Field Count Check,Yes,Yes,True,IRS1
72,Employee Name,Bradley Hill,Bradley Hill,True,IRS1
72,Employer Name,Webb Ltd Group,Webb Ltd Group,True,IRS1
72,Wages and Tips,212792.18,212792.18,True,IRS1
72,Federal Income Tax Withheld,39253.58,39253.58,True,IRS1
72,Social Security Wages,242146.80,242146.80,True,IRS1
72,Medicare Wages and Tips,174086.86,174086.86,True,IRS1
72,State 1,VA,VA,True,IRS1
72,State 1 Wages and Tips,108092.29,108092.29,True,IRS1
72,State 1 Income Tax Withheld,6122.09,6122.09,True,IRS1
72,State 2,SD,SD,True,IRS1
72,State 2 Wages and Tips,103627.29,103627.29,True,IRS1
72,State 2 Income Tax Withheld,5821.22,5821.22,True,IRS1
72,Field Count Check,Yes,Yes,True,IRS1
73,Employee Name,Michelle Hays,Michelle Hays,True,IRS1
73,Employer Name,Camacho-Ochoa Group,Camacho-Ochoa Group,True,IRS1
73,Wages and Tips,81793.03,81793.03,True,IRS1
73,Federal Income Tax Withheld,24504.27,24504.27,True,IRS1
73,Social Security Wages,61546.64,61546.64,True,IRS1
73,Medicare Wages and Tips,98860.89,98860.89,True,IRS1
73,State 1,SD,SD,True,IRS1
73,State 1 Wages and Tips,42413.97,42413.97,True,IRS1
73,State 1 Income Tax Withheld,1489.11,1489.11,True,IRS1
73,State 2,HI,HI,True,IRS1
73,State 2 Wages and Tips,44318.59,44318.59,True,IRS1
73,State 2 Income Tax Withheld,1635.73,1635.73,True,IRS1
73,Field Count Check,Yes,Yes,True,IRS1
74,Employee Name,Christopher Rogers,Christopher Rogers,True,IRS1
74,Employer Name,Ross LLC Group,Ross LLC Group,True,IRS1
74,Wages and Tips,192129.02,192129.02,True,IRS1
74,Federal Income Tax Withheld,52714.96,52714.96,True,IRS1
74,Social Security Wages,177600.72,177600.72,True,IRS1
74,Medicare Wages and Tips,183019.83,183019.83,True,IRS1
74,State 1,SD,SD,True,IRS1
74,State 1 Wages and Tips,93676.43,93676.43,True,IRS1
74,State 1 Income Tax Withheld,5142.92,5142.92,True,IRS1
74,State 2,MO,MO,True,IRS1
74,State 2 Wages and Tips,87633.00,87633.00,True,IRS1
74,State 2 Income Tax Withheld,4998.09,4998.09,True,IRS1
74,Field Count Check,Yes,Yes,True,IRS1
75,Employee Name,Travis Lewis,Travis Lewis,True,IRS2
75,Employer Name,Hebert-Sanchez PLC,Hebert-Sanchez PLC,True,IRS2
75,Wages and Tips,201001.90,201001.90,True,IRS2
75,Federal Income Tax Withheld,71155.64,71155.64,True,IRS2
75,Social Security Wages,252361.47,252361.47,True,IRS2
75,Medicare Wages and Tips,235523.16,235523.16,True,IRS2
75,State 1,IL,IL,True,IRS2
75,State 1 Wages and Tips,97657.05,97657.05,True,IRS2
75,State 1 Income Tax Withheld,6676.00,6676.00,True,IRS2
75,State 2,GA,GA,True,IRS2
75,State 2 Wages and Tips,106759.50,106759.50,True,IRS2
75,State 2 Income Tax Withheld,6057.55,6057.55,True,IRS2
